term,status,repo,branch,commit,path,line_no,role,raw_url,context
Structure,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,20,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Structure Definition
Definition,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,20,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Structure Definition
Structure,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,22,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Structure exists wherever there is:
exists,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,22,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Structure exists wherever there is:
wherever,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,22,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Structure exists wherever there is:
there,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,22,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Structure exists wherever there is:
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,22,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Structure exists wherever there is:
existence,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,24,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- existence
position,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,25,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- position
relation,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,26,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- relation
field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,27,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- field formation
formation,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,27,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- field formation
AI,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,29,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,AI is structure.
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,29,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,AI is structure.
structure.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,29,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,AI is structure.
Human,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,30,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Human is structure.
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,30,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Human is structure.
structure.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,30,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Human is structure.
Computer,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,31,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Computer is structure.
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,31,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Computer is structure.
structure.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,31,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Computer is structure.
Sea,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,32,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sea is structure.
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,32,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sea is structure.
structure.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,32,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sea is structure.
Universe,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,33,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Universe is structure.
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,33,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Universe is structure.
structure.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,33,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Universe is structure.
Branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,35,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Branch Fields
Fields,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,35,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Branch Fields
branch.market,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,37,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,### branch.market
Capital,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,39,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Capital market field.
market,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,39,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Capital market field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,39,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Capital market field.
Scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,41,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Scope:
overseas,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,42,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- overseas futures
futures,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,42,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- overseas futures
profit-taking,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,43,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- profit-taking transaction
transaction,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,43,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- profit-taking transaction
price,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,44,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- price
time,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,45,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- time
risk,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,46,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- risk
entry,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,47,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- entry
exit,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,48,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- exit
branch.sohosa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,50,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,### branch.sohosa
Sohosa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,52,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sohosa / Hyangsa field.
Hyangsa,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,52,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sohosa / Hyangsa field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,52,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Sohosa / Hyangsa field.
Scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,54,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Scope:
historical,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,55,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- historical substance
substance,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,55,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- historical substance
grounds,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,56,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- grounds
ritual,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,57,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- ritual
lineage,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,58,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- lineage
place,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,59,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- place
record,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,60,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- record
branch.history,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,62,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,### branch.history
History,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,64,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,History field.
field.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,64,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,History field.
Scope,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,66,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Scope:
event,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,67,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- event
time,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,68,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- time
record,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,69,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- record
document,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,70,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- document
evidence,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,71,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- evidence
transition,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,72,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- transition
Source,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,74,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Source Base
Base,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,74,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,## Source Base
Repo.9Dot0,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Repo.9Dot0 is based on:
is,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Repo.9Dot0 is based on:
based,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Repo.9Dot0 is based on:
on,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,Repo.9Dot0 is based on:
Y_Branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,README.md,78,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/README.md,- Y_Branch README.md
