term,repo,branch,commit,path,line_no,role,raw_url,context
Scope,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,54,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Scope:
historical,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,55,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- historical substance
substance,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,55,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- historical substance
grounds,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,56,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- grounds
ritual,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,57,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- ritual
lineage,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,58,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- lineage
place,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,59,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- place
record,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,60,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- record
branch.history,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,62,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,### branch.history
History,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,64,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,History field.
field.,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,64,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,History field.
Scope,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,66,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Scope:
event,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,67,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- event
time,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,68,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- time
record,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,69,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- record
document,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,70,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- document
evidence,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,71,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- evidence
transition,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,72,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- transition
Source,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,74,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Source Base
Base,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,74,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Source Base
Repo.9Dot0,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Repo.9Dot0 is based on:
based,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,76,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Repo.9Dot0 is based on:
Y_Branch,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,78,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- Y_Branch README.md
main,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,79,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- main README.md
first_flow,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,80,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- first_flow README.md
SeungeFlow,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,81,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- SeungeFlow paper
paper,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,81,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- SeungeFlow paper
gpt.direct_00.md,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,82,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- gpt.direct_00.md
9dot0,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,83,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- 9dot0 structure operation
structure,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,83,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- 9dot0 structure operation
operation,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,83,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- 9dot0 structure operation
structural,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,84,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- the structural principle of relation-definition of existence and field
principle,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,84,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- the structural principle of relation-definition of existence and field
relation-definition,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,84,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- the structural principle of relation-definition of existence and field
existence,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,84,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- the structural principle of relation-definition of existence and field
field,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,84,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,- the structural principle of relation-definition of existence and field
Status,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,86,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Status
bootstrap_skeleton_stabilized_pass1,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,88,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,bootstrap_skeleton_stabilized_pass1
No,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,90,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No proof claim.
proof,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,90,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No proof claim.
claim.,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,90,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No proof claim.
No,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,91,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No final judgment.
final,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,91,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No final judgment.
judgment.,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,91,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,No final judgment.
Remote,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,92,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Remote push recorded.
push,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,92,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Remote push recorded.
recorded.,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,92,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Remote push recorded.
Local,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,93,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Local commits recorded.
commits,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,93,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Local commits recorded.
recorded.,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,93,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Local commits recorded.
Local,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,96,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Local Commit Status
Commit,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,96,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Local Commit Status
Status,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,96,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,## Local Commit Status
status,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,98,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,status:
local_committed,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,99,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,local_committed
branch,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,101,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,branch:
main,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,102,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,main
first_commit,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,104,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,first_commit:
short,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,105,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,short: 6f4142d
6,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,105,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,short: 6f4142d
f4142d,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,105,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,short: 6f4142d
hash,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,106,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 6f4142d33147e4b0f16302a86aba9584a7838617
6,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,106,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 6f4142d33147e4b0f16302a86aba9584a7838617
f4142d33147e4b0f16302a86aba9584a7838617,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,106,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 6f4142d33147e4b0f16302a86aba9584a7838617
post_commit_cleanup_commit,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,108,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,post_commit_cleanup_commit:
short,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,109,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,short: 778272b
778272,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,109,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,short: 778272b
hash,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,110,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 778272b0e73563363911bd23e51e3b9f9e34ab5e
778272,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,110,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 778272b0e73563363911bd23e51e3b9f9e34ab5e
b0e73563363911bd23e51e3b9f9e34ab5e,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,110,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,hash: 778272b0e73563363911bd23e51e3b9f9e34ab5e
push,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,112,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,push:
main,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,113,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,main pushed
pushed,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,113,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,main pushed
remote,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,115,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,remote:
git,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,116,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,git@github.com:SeungeFlow/9Dot0.git
github.com,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,116,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,git@github.com:SeungeFlow/9Dot0.git
SeungeFlow/9Dot0.git,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,116,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,git@github.com:SeungeFlow/9Dot0.git
note,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,118,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,note:
Repo.9Dot0,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,119,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Repo.9Dot0 has been pushed to SeungeFlow/9Dot0.
has,SeungeFlow/9Dot0,main,41308271f8c45277d51d1f2af8052b7788d61d78,README.md,119,Repo.9Dot0 entry surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/41308271f8c45277d51d1f2af8052b7788d61d78/README.md,Repo.9Dot0 has been pushed to SeungeFlow/9Dot0.
